trace_number,ffid,sx,sy,gx,gy
2663,14,8373.333,0,5150,0
2664,14,8373.333,0,5200,0
2665,14,8373.333,0,5250,0
2666,14,8373.333,0,5300,0
2667,14,8373.333,0,5350,0
2668,14,8373.333,0,5400,0
2669,14,8373.333,0,5450,0
2670,14,8373.333,0,5500,0
2671,14,8373.333,0,5550,0
2672,14,8373.333,0,5600,0
2673,14,8373.333,0,5650,0
2674,14,8373.333,0,5700,0
2675,14,8373.333,0,5750,0
2676,14,8373.333,0,5800,0
2677,14,8373.333,0,5850,0
2678,14,8373.333,0,5900,0
2679,14,8373.333,0,5950,0
2680,14,8373.333,0,6000,0
2681,14,8373.333,0,6050,0
2682,14,8373.333,0,6100,0
2683,14,8373.333,0,6150,0
2684,14,8373.333,0,6200,0
2685,14,8373.333,0,6250,0
2686,14,8373.333,0,6300,0
2687,14,8373.333,0,6350,0
2688,14,8373.333,0,6400,0
2689,14,8373.333,0,6450,0
2690,14,8373.333,0,6500,0
2691,14,8373.333,0,6550,0
2692,14,8373.333,0,6600,0
2693,14,8373.333,0,6650,0
2694,14,8373.333,0,6700,0
2695,14,8373.333,0,6750,0
2696,14,8373.333,0,6800,0
2697,14,8373.333,0,6850,0
2698,14,8373.333,0,6900,0
2699,14,8373.333,0,6950,0
2700,14,8373.333,0,7000,0
2701,14,8373.333,0,7050,0
2702,14,8373.333,0,7100,0
2703,14,8373.333,0,7150,0
2704,14,8373.333,0,7200,0
2705,14,8373.333,0,7250,0
2706,14,8373.333,0,7300,0
2707,14,8373.333,0,7350,0
2708,14,8373.333,0,7400,0
2709,14,8373.333,0,7450,0
2710,14,8373.333,0,7500,0
2711,14,8373.333,0,7550,0
2712,14,8373.333,0,7600,0
2713,14,8373.333,0,7650,0
2714,14,8373.333,0,7700,0
2715,14,8373.333,0,7750,0
2716,14,8373.333,0,7800,0
2717,14,8373.333,0,7850,0
2718,14,8373.333,0,7900,0
2719,14,8373.333,0,7950,0
2720,14,8373.333,0,8000,0
2721,14,8373.333,0,8050,0
2722,14,8373.333,0,8100,0
2723,14,8373.333,0,8150,0
2724,14,8373.333,0,8200,0
2725,14,8373.333,0,8250,0
2726,14,8373.333,0,8300,0
2727,14,8373.333,0,8350,0
2728,14,8373.333,0,8400,0
2729,14,8373.333,0,8450,0
2730,14,8373.333,0,8500,0
2731,14,8373.333,0,8550,0
2732,14,8373.333,0,8600,0
2733,14,8373.333,0,8650,0
2734,14,8373.333,0,8700,0
2735,14,8373.333,0,8750,0
2736,14,8373.333,0,8800,0
2737,14,8373.333,0,8850,0
2738,14,8373.333,0,8900,0
2739,14,8373.333,0,8950,0
2740,14,8373.333,0,9000,0
2741,14,8373.333,0,9050,0
2742,14,8373.333,0,9100,0
2743,14,8373.333,0,9150,0
2744,14,8373.333,0,9200,0
2745,14,8373.333,0,9250,0
2746,14,8373.333,0,9300,0
2747,14,8373.333,0,9350,0
2748,14,8373.333,0,9400,0
2749,14,8373.333,0,9450,0
2750,14,8373.333,0,9500,0
2751,14,8373.333,0,9550,0
2752,14,8373.333,0,9600,0
2753,14,8373.333,0,9650,0
2754,14,8373.333,0,9700,0
2755,14,8373.333,0,9750,0
2756,14,8373.333,0,9800,0
2757,14,8373.333,0,9850,0
2758,14,8373.333,0,9900,0
2759,15,8986.667,0,100,0
2760,15,8986.667,0,150,0
2761,15,8986.667,0,200,0
2762,15,8986.667,0,250,0
2763,15,8986.667,0,300,0
2764,15,8986.667,0,350,0
2765,15,8986.667,0,400,0
2766,15,8986.667,0,450,0
2767,15,8986.667,0,500,0
2768,15,8986.667,0,550,0
2769,15,8986.667,0,600,0
2770,15,8986.667,0,650,0
2771,15,8986.667,0,700,0
2772,15,8986.667,0,750,0
2773,15,8986.667,0,800,0
2774,15,8986.667,0,850,0
2775,15,8986.667,0,900,0
2776,15,8986.667,0,950,0
2777,15,8986.667,0,1000,0
2778,15,8986.667,0,1050,0
2779,15,8986.667,0,1100,0
2780,15,8986.667,0,1150,0
2781,15,8986.667,0,1200,0
2782,15,8986.667,0,1250,0
2783,15,8986.667,0,1300,0
2784,15,8986.667,0,1350,0
2785,15,8986.667,0,1400,0
2786,15,8986.667,0,1450,0
2787,15,8986.667,0,1500,0
2788,15,8986.667,0,1550,0
2789,15,8986.667,0,1600,0
2790,15,8986.667,0,1650,0
2791,15,8986.667,0,1700,0
2792,15,8986.667,0,1750,0
2793,15,8986.667,0,1800,0
2794,15,8986.667,0,1850,0
2795,15,8986.667,0,1900,0
2796,15,8986.667,0,1950,0
2797,15,8986.667,0,2000,0
2798,15,8986.667,0,2050,0
2799,15,8986.667,0,2100,0
2800,15,8986.667,0,2150,0
2801,15,8986.667,0,2200,0
2802,15,8986.667,0,2250,0
2803,15,8986.667,0,2300,0
2804,15,8986.667,0,2350,0
2805,15,8986.667,0,2400,0
2806,15,8986.667,0,2450,0
2807,15,8986.667,0,2500,0
2808,15,8986.667,0,2550,0
2809,15,8986.667,0,2600,0
2810,15,8986.667,0,2650,0
2811,15,8986.667,0,2700,0
2812,15,8986.667,0,2750,0
2813,15,8986.667,0,2800,0
2814,15,8986.667,0,2850,0
2815,15,8986.667,0,2900,0
2816,15,8986.667,0,2950,0
2817,15,8986.667,0,3000,0
2818,15,8986.667,0,3050,0
2819,15,8986.667,0,3100,0
2820,15,8986.667,0,3150,0
2821,15,8986.667,0,3200,0
2822,15,8986.667,0,3250,0
2823,15,8986.667,0,3300,0
2824,15,8986.667,0,3350,0
2825,15,8986.667,0,3400,0
2826,15,8986.667,0,3450,0
2827,15,8986.667,0,3500,0
2828,15,8986.667,0,3550,0
2829,15,8986.667,0,3600,0
2830,15,8986.667,0,3650,0
2831,15,8986.667,0,3700,0
2832,15,8986.667,0,3750,0
2833,15,8986.667,0,3800,0
2834,15,8986.667,0,3850,0
2835,15,8986.667,0,3900,0
2836,15,8986.667,0,3950,0
2837,15,8986.667,0,4000,0
2838,15,8986.667,0,4050,0
2839,15,8986.667,0,4100,0
2840,15,8986.667,0,4150,0
2841,15,8986.667,0,4200,0
2842,15,8986.667,0,4250,0
2843,15,8986.667,0,4300,0
2844,15,8986.667,0,4350,0
2845,15,8986.667,0,4400,0
2846,15,8986.667,0,4450,0
2847,15,8986.667,0,4500,0
2848,15,8986.667,0,4550,0
2849,15,8986.667,0,4600,0
2850,15,8986.667,0,4650,0
2851,15,8986.667,0,4700,0
2852,15,8986.667,0,4750,0
2853,15,8986.667,0,4800,0
2854,15,8986.667,0,4850,0
2855,15,8986.667,0,4900,0
2856,15,8986.667,0,4950,0
2857,15,8986.667,0,5000,0
2858,15,8986.667,0,5050,0
2859,15,8986.667,0,5100,0
2860,15,8986.667,0,5150,0
2861,15,8986.667,0,5200,0
2862,15,8986.667,0,5250,0
2863,15,8986.667,0,5300,0
2864,15,8986.667,0,5350,0
2865,15,8986.667,0,5400,0
2866,15,8986.667,0,5450,0
2867,15,8986.667,0,5500,0
2868,15,8986.667,0,5550,0
2869,15,8986.667,0,5600,0
2870,15,8986.667,0,5650,0
2871,15,8986.667,0,5700,0
2872,15,8986.667,0,5750,0
2873,15,8986.667,0,5800,0
2874,15,8986.667,0,5850,0
2875,15,8986.667,0,5900,0
2876,15,8986.667,0,5950,0
2877,15,8986.667,0,6000,0
2878,15,8986.667,0,6050,0
2879,15,8986.667,0,6100,0
2880,15,8986.667,0,6150,0
2881,15,8986.667,0,6200,0
2882,15,8986.667,0,6250,0
2883,15,8986.667,0,6300,0
2884,15,8986.667,0,6350,0
2885,15,8986.667,0,6400,0
2886,15,8986.667,0,6450,0
2887,15,8986.667,0,6500,0
2888,15,8986.667,0,6550,0
2889,15,8986.667,0,6600,0
2890,15,8986.667,0,6650,0
2891,15,8986.667,0,6700,0
2892,15,8986.667,0,6750,0
2893,15,8986.667,0,6800,0
2894,15,8986.667,0,6850,0
2895,15,8986.667,0,6900,0
2896,15,8986.667,0,6950,0
2897,15,8986.667,0,7000,0
2898,15,8986.667,0,7050,0
2899,15,8986.667,0,7100,0
2900,15,8986.667,0,7150,0
2901,15,8986.667,0,7200,0
2902,15,8986.667,0,7250,0
2903,15,8986.667,0,7300,0
2904,15,8986.667,0,7350,0
2905,15,8986.667,0,7400,0
2906,15,8986.667,0,7450,0
2907,15,8986.667,0,7500,0
2908,15,8986.667,0,7550,0
2909,15,8986.667,0,7600,0
2910,15,8986.667,0,7650,0
2911,15,8986.667,0,7700,0
2912,15,8986.667,0,7750,0
2913,15,8986.667,0,7800,0
2914,15,8986.667,0,7850,0
2915,15,8986.667,0,7900,0
2916,15,8986.667,0,7950,0
2917,15,8986.667,0,8000,0
2918,15,8986.667,0,8050,0
2919,15,8986.667,0,8100,0
2920,15,8986.667,0,8150,0
2921,15,8986.667,0,8200,0
2922,15,8986.667,0,8250,0
2923,15,8986.667,0,8300,0
2924,15,8986.667,0,8350,0
2925,15,8986.667,0,8400,0
2926,15,8986.667,0,8450,0
2927,15,8986.667,0,8500,0
2928,15,8986.667,0,8550,0
2929,15,8986.667,0,8600,0
2930,15,8986.667,0,8650,0
2931,15,8986.667,0,8700,0
2932,15,8986.667,0,8750,0
2933,15,8986.667,0,8800,0
2934,15,8986.667,0,8850,0
2935,15,8986.667,0,8900,0
2936,15,8986.667,0,8950,0
2937,15,8986.667,0,9000,0
2938,15,8986.667,0,9050,0
2939,15,8986.667,0,9100,0
2940,15,8986.667,0,9150,0
2941,15,8986.667,0,9200,0
2942,15,8986.667,0,9250,0
2943,15,8986.667,0,9300,0
2944,15,8986.667,0,9350,0
2945,15,8986.667,0,9400,0
2946,15,8986.667,0,9450,0
2947,15,8986.667,0,9500,0
2948,15,8986.667,0,9550,0
2949,15,8986.667,0,9600,0
2950,15,8986.667,0,9650,0
2951,15,8986.667,0,9700,0
2952,15,8986.667,0,9750,0
2953,15,8986.667,0,9800,0
2954,15,8986.667,0,9850,0
2955,15,8986.667,0,9900,0
2956,16,9600,0,100,0
2957,16,9600,0,150,0
2958,16,9600,0,200,0
2959,16,9600,0,250,0
2960,16,9600,0,300,0
2961,16,9600,0,350,0
2962,16,9600,0,400,0
2963,16,9600,0,450,0
2964,16,9600,0,500,0
2965,16,9600,0,550,0
2966,16,9600,0,600,0
2967,16,9600,0,650,0
2968,16,9600,0,700,0
2969,16,9600,0,750,0
2970,16,9600,0,800,0
2971,16,9600,0,850,0
2972,16,9600,0,900,0
2973,16,9600,0,950,0
2974,16,9600,0,1000,0
2975,16,9600,0,1050,0
2976,16,9600,0,1100,0
2977,16,9600,0,1150,0
2978,16,9600,0,1200,0
2979,16,9600,0,1250,0
2980,16,9600,0,1300,0
2981,16,9600,0,1350,0
2982,16,9600,0,1400,0
2983,16,9600,0,1450,0
2984,16,9600,0,1500,0
2985,16,9600,0,1550,0
2986,16,9600,0,1600,0
2987,16,9600,0,1650,0
2988,16,9600,0,1700,0
2989,16,9600,0,1750,0
2990,16,9600,0,1800,0
2991,16,9600,0,1850,0
2992,16,9600,0,1900,0
2993,16,9600,0,1950,0
2994,16,9600,0,2000,0
2995,16,9600,0,2050,0
2996,16,9600,0,2100,0
2997,16,9600,0,2150,0
2998,16,9600,0,2200,0
2999,16,9600,0,2250,0
3000,16,9600,0,2300,0
3001,16,9600,0,2350,0
3002,16,9600,0,2400,0
3003,16,9600,0,2450,0
3004,16,9600,0,2500,0
3005,16,9600,0,2550,0
3006,16,9600,0,2600,0
3007,16,9600,0,2650,0
3008,16,9600,0,2700,0
3009,16,9600,0,2750,0
3010,16,9600,0,2800,0
3011,16,9600,0,2850,0
3012,16,9600,0,2900,0
3013,16,9600,0,2950,0
3014,16,9600,0,3000,0
3015,16,9600,0,3050,0
3016,16,9600,0,3100,0
3017,16,9600,0,3150,0
3018,16,9600,0,3200,0
3019,16,9600,0,3250,0
3020,16,9600,0,3300,0
3021,16,9600,0,3350,0
3022,16,9600,0,3400,0
3023,16,9600,0,3450,0
3024,16,9600,0,3500,0
3025,16,9600,0,3550,0
3026,16,9600,0,3600,0
3027,16,9600,0,3650,0
3028,16,9600,0,3700,0
3029,16,9600,0,3750,0
3030,16,9600,0,3800,0
3031,16,9600,0,3850,0
3032,16,9600,0,3900,0
3033,16,9600,0,3950,0
3034,16,9600,0,4000,0
3035,16,9600,0,4050,0
3036,16,9600,0,4100,0
3037,16,9600,0,4150,0
3038,16,9600,0,4200,0
3039,16,9600,0,4250,0
3040,16,9600,0,4300,0
3041,16,9600,0,4350,0
3042,16,9600,0,4400,0
3043,16,9600,0,4450,0
3044,16,9600,0,4500,0
3045,16,9600,0,4550,0
3046,16,9600,0,4600,0
3047,16,9600,0,4650,0
3048,16,9600,0,4700,0
3049,16,9600,0,4750,0
3050,16,9600,0,4800,0
3051,16,9600,0,4850,0
3052,16,9600,0,4900,0
3053,16,9600,0,4950,0
3054,16,9600,0,5000,0
3055,16,9600,0,5050,0
3056,16,9600,0,5100,0
3057,16,9600,0,5150,0
3058,16,9600,0,5200,0
3059,16,9600,0,5250,0
3060,16,9600,0,5300,0
3061,16,9600,0,5350,0
3062,16,9600,0,5400,0
3063,16,9600,0,5450,0
3064,16,9600,0,5500,0
3065,16,9600,0,5550,0
3066,16,9600,0,5600,0
3067,16,9600,0,5650,0
3068,16,9600,0,5700,0
3069,16,9600,0,5750,0
3070,16,9600,0,5800,0
3071,16,9600,0,5850,0
3072,16,9600,0,5900,0
3073,16,9600,0,5950,0
3074,16,9600,0,6000,0
3075,16,9600,0,6050,0
3076,16,9600,0,6100,0
3077,16,9600,0,6150,0
3078,16,9600,0,6200,0
3079,16,9600,0,6250,0
3080,16,9600,0,6300,0
3081,16,9600,0,6350,0
3082,16,9600,0,6400,0
3083,16,9600,0,6450,0
3084,16,9600,0,6500,0
3085,16,9600,0,6550,0
3086,16,9600,0,6600,0
3087,16,9600,0,6650,0
3088,16,9600,0,6700,0
3089,16,9600,0,6750,0
3090,16,9600,0,6800,0
3091,16,9600,0,6850,0
3092,16,9600,0,6900,0
3093,16,9600,0,6950,0
3094,16,9600,0,7000,0
3095,16,9600,0,7050,0
3096,16,9600,0,7100,0
3097,16,9600,0,7150,0
3098,16,9600,0,7200,0
3099,16,9600,0,7250,0
3100,16,9600,0,7300,0
3101,16,9600,0,7350,0
3102,16,9600,0,7400,0
3103,16,9600,0,7450,0
3104,16,9600,0,7500,0
3105,16,9600,0,7550,0
3106,16,9600,0,7600,0
3107,16,9600,0,7650,0
3108,16,9600,0,7700,0
3109,16,9600,0,7750,0
3110,16,9600,0,7800,0
3111,16,9600,0,7850,0
3112,16,9600,0,7900,0
3113,16,9600,0,7950,0
3114,16,9600,0,8000,0
3115,16,9600,0,8050,0
3116,16,9600,0,8100,0
3117,16,9600,0,8150,0
3118,16,9600,0,8200,0
3119,16,9600,0,8250,0
3120,16,9600,0,8300,0
3121,16,9600,0,8350,0
3122,16,9600,0,8400,0
3123,16,9600,0,8450,0
3124,16,9600,0,8500,0
3125,16,9600,0,8550,0
3126,16,9600,0,8600,0
3127,16,9600,0,8650,0
3128,16,9600,0,8700,0
3129,16,9600,0,8750,0
3130,16,9600,0,8800,0
3131,16,9600,0,8850,0
3132,16,9600,0,8900,0
3133,16,9600,0,8950,0
3134,16,9600,0,9000,0
3135,16,9600,0,9050,0
3136,16,9600,0,9100,0
3137,16,9600,0,9150,0
3138,16,9600,0,9200,0
3139,16,9600,0,9250,0
3140,16,9600,0,9300,0
3141,16,9600,0,9350,0
3142,16,9600,0,9400,0
3143,16,9600,0,9450,0
3144,16,9600,0,9500,0
3145,16,9600,0,9550,0
3146,16,9600,0,9600,0
3147,16,9600,0,9650,0
3148,16,9600,0,9700,0
3149,16,9600,0,9750,0
3150,16,9600,0,9800,0
3151,16,9600,0,9850,0
3152,16,9600,0,9900,0
